Database,Schema,Table/View,Table or View,Description,Date_Range,Data Start,Data End,Link,Link Type,Author,Created_Date,Last_Update_By,Last_Update_Date,Release schedule,Provisional Schedule,Updated Frequency,Only Historic
NHSE_Reference,dbo,tbl_Ref_PbR_Tariff_APC_HRG_1112,Table,APC tariffs for 2011/12.,N/A,N/A,N/A,https://improvement.nhs.uk/resources/developing-the-national-tariff/,NHS Improvement - National Tariff,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_DataDic_OPA_ServiceTypeRequested,Table,Service type requested code and descriptions.,N/A,N/A,N/A,http://www.datadictionary.nhs.uk/data_dictionary/attributes/s/ser/service_type_requested_de.asp?shownav=1?,NHS Data Model And Dictionary,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_Ambulance_Quality_Indicators_Clinical_Outcomes,Table,"Ambulance quality indicators data, for clinical outcomes, sourced from UKHD.",Apr 2011 - Ongoing,Apr 2011,Ongoing,https://www.england.nhs.uk/statistics/statistical-work-areas/ambulance-quality-indicators/,NHS England - Ambulance Quality Indicators,Nathan Abbotts,12/19/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_Ambulance_Quality_Indicators_Systems_Indicators,Table,"Ambulance quality indicators data, for ambulance system indicators, sourced from UKHD.",Apr 2011 - Ongoing,Apr 2011,Ongoing,https://www.england.nhs.uk/statistics/statistical-work-areas/ambulance-quality-indicators/,NHS England - Ambulance Quality Indicators,Nathan Abbotts,12/19/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_PbR_Tariff_APC_BPT_1516_ETO,Table,APC best practice tariffs for 2015/16 Enhanced Tariff Option.,N/A,N/A,N/A,https://improvement.nhs.uk/resources/developing-the-national-tariff/,NHS Improvement - National Tariff,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_PbR_Tariff_APC_HRG_1213,Table,APC tariffs for 2012/13.,N/A,N/A,N/A,https://improvement.nhs.uk/resources/developing-the-national-tariff/,NHS Improvement - National Tariff,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_DataDic_ZZZ_ActivityLocationType,Table,Activity location type codes and descriptions.,N/A,N/A,N/A,http://www.datadictionary.nhs.uk/data_dictionary/attributes/a/acc/activity_location_type_code_de.asp?shownav=1,NHS Data Model And Dictionary,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_Critical_Care_Beds,Table,"Critical care bed capacity data, sourced from UKHD.",Aug 2010 - Ongoing,Aug 2010,Ongoing,https://www.england.nhs.uk/statistics/statistical-work-areas/critical-care-capacity/,NHS England - Critical Care Capacity,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_Critical_Care_Cancelled_Operations,Table,"Critical care cancelled operation data, sourced from UKHD.",Aug 2010 - Ongoing,Aug 2010,Ongoing,https://www.england.nhs.uk/statistics/statistical-work-areas/critical-care-capacity/,NHS England - Critical Care Capacity,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_PbR_Tariff_APC_HRG_1516_DTR,Table,APC tariffs for 2015/16 Default Tariff Rollover.,N/A,N/A,N/A,https://improvement.nhs.uk/resources/developing-the-national-tariff/,NHS Improvement - National Tariff,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_PbR_Tariff_APC_HRG_1314,Table,APC tariffs for 2013/14.,N/A,N/A,N/A,https://improvement.nhs.uk/resources/developing-the-national-tariff/,NHS Improvement - National Tariff,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_DataDic_ZZZ_AdministrativeCategory,Table,Administrative category codes and descriptions.,N/A,N/A,N/A,http://www.datadictionary.nhs.uk/data_dictionary/attributes/a/add/administrative_category_code_de.asp?shownav=1,NHS Data Model And Dictionary,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_Dementia_Assessment_And_Referral_Figures,Table,"Dementia assessment and referral data, sourced from UKHD.",Apr 2013 - Ongoing,Apr 2013,Ongoing,https://www.england.nhs.uk/statistics/statistical-work-areas/dementia/,NHS England - Dementia,Nathan Abbotts,12/19/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_Diagnostic_Imaging_Activity_Body_Site_Cancer_Tests,Table,"Diagnostic imaging data by body site for cancer tests , sourced from UKHD.",Apr 2012 - Ongoing,Apr 2012,Ongoing,https://www.england.nhs.uk/statistics/statistical-work-areas/diagnostic-imaging-dataset/,NHS England - Diagnostic Imaging,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_PbR_Tariff_APC_HRG_1516_ETO,Table,APC tariffs for 2015/16 Enhanced Tariff Option.,N/A,N/A,N/A,https://improvement.nhs.uk/resources/developing-the-national-tariff/,NHS Improvement - National Tariff,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_PbR_Tariff_APC_HRG_1415,Table,APC tariffs for 2014/15.,N/A,N/A,N/A,https://improvement.nhs.uk/resources/developing-the-national-tariff/,NHS Improvement - National Tariff,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_DataDic_ZZZ_AttendanceLocationClass,Table,Attendance location class codes and descriptions.,N/A,N/A,N/A,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/l/li/location_class_de.asp?shownav=1,NHS Data Model And Dictionary,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_Diagnostic_Imaging_Activity_By_Modality,Table,"Diagnostic imaging data by modality, sourced from UKHD.",Apr 2012 - Ongoing,Apr 2012,Ongoing,https://www.england.nhs.uk/statistics/statistical-work-areas/diagnostic-imaging-dataset/,NHS England - Diagnostic Imaging,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_Diagnostic_Imaging_Median_Days_Request_To_Test_Body_Site,Table,"Diagnostic imaging median days from request to test by body site, sourced from UKHD.",Mar 2013 - Ongoing,Mar 2013,Ongoing,https://www.england.nhs.uk/statistics/statistical-work-areas/diagnostic-imaging-dataset/,NHS England - Diagnostic Imaging,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_PbR_Tariff_OPA_HRG_1516_DTR,Table,OP procedure-based tariffs for 2015/16 Default Tariff Rollover.,N/A,N/A,N/A,https://improvement.nhs.uk/resources/developing-the-national-tariff/,NHS Improvement - National Tariff,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_DataDic_ZZZ_CarerSupportIndicator,Table,Carer support indicator codes and descriptions.,N/A,N/A,N/A,http://www.datadictionary.nhs.uk/data_dictionary/attributes/c/card/carer_support_indicator_de.asp?shownav=1,NHS Data Model And Dictionary,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_Diagnostic_Imaging_Median_Days_Request_To_Test_By_Modality,Table,"Diagnostic imaging median days from request to test by modality, sourced from UKHD.",Mar 2013 - Ongoing,Mar 2013,Ongoing,https://www.england.nhs.uk/statistics/statistical-work-areas/diagnostic-imaging-dataset/,NHS England - Diagnostic Imaging,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_Diagnostic_Imaging_Median_Days_Test_To_Report_Body_Site,Table,"Diagnostic imaging median days from test to report by body site, sourced from UKHD.",Apr 2012 - Ongoing,Apr 2012,Ongoing,https://www.england.nhs.uk/statistics/statistical-work-areas/diagnostic-imaging-dataset/,NHS England - Diagnostic Imaging,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_PbR_Tariff_OPA_HRG_1516_ETO,Table,OP procedure-based tariffs for 2015/16 Enhanced Tariff Option.,N/A,N/A,N/A,https://improvement.nhs.uk/resources/developing-the-national-tariff/,NHS Improvement - National Tariff,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_DataDic_ZZZ_CDSBulkReplacementGroup,Table,CDS bulk replacement group codes and descriptions.,N/A,N/A,N/A,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/c/cd/cds_bulk_replacement_group_code_de.asp?shownav=1,NHS Data Model And Dictionary,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_Diagnostic_Imaging_Median_Days_Test_To_Report_By_Modality,Table,"Diagnostic imaging median days from test to report by modality, sourced from UKHD.",Mar 2013 - Ongoing,Mar 2013,Ongoing,https://www.england.nhs.uk/statistics/statistical-work-areas/diagnostic-imaging-dataset/,NHS England - Diagnostic Imaging,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_Sitreps_AandE_Attendances_And_Emergency_Admissions,Table,"A&E attendances and emergency admissions, weekly data, sourced from UKHD.",Nov 2010 - Ongoing,Nov 2010,Ongoing,https://www.england.nhs.uk/statistics/statistical-work-areas/ae-waiting-times-and-activity/,NHS England - A&E Waiting Times and Activity,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_PbR_Tariff_OPA_TFC_1516_DTR,Table,OP attendance-based tariffs for 2015/16 Default Tariff Rollover.,N/A,N/A,N/A,https://improvement.nhs.uk/resources/developing-the-national-tariff/,NHS Improvement - National Tariff,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_DataDic_ZZZ_CDSProtocolIdentifier,Table,CDS protocol identifier codes and descriptions.,N/A,N/A,N/A,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/c/cd/cds_protocol_identifier_code_de.asp?shownav=1,NHS Data Model And Dictionary,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_Sitreps_AandE_Attendances_And_Emergency_Admissions_Mthly,Table,"A&E attendances and emergency admissions, monthly data, sourced from UKHD.",Jun 2015 - Ongoing,Jun 2015,Ongoing,https://www.england.nhs.uk/statistics/statistical-work-areas/ae-waiting-times-and-activity/,NHS England - A&E Waiting Times and Activity,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_Sitreps_Cancer_WL_2_Week_Wait_By_Cancer,Table,"Cancer two week wait data, by cancer, sourced from UKHD.",Mar 2012- Ongoing,Mar 2012,Ongoing,https://www.england.nhs.uk/statistics/statistical-work-areas/cancer-waiting-times/,NHS England - Cancer,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_PbR_Tariff_OPA_TFC_1516_ETO,Table,OP attendance-based tariffs for 2015/16 Enhanced Tariff Option.,N/A,N/A,N/A,https://improvement.nhs.uk/resources/developing-the-national-tariff/,NHS Improvement - National Tariff,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_DataDic_ZZZ_CDSRecordType,Table,CDS record type codes and descriptions.,N/A,N/A,N/A,http://www.datadictionary.nhs.uk/web_site_content/navigation/commissioning_data_sets_menu.asp,NHS Data Model And Dictionary,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_Sitreps_Cancer_WL_2_Week_Wait_By_Cancer_Mthly,Table,"Cancer two week wait data, by cancer, monthly data, sourced from UKHD.",Jun 2015 - Ongoing,Jun 2015,Ongoing,https://www.england.nhs.uk/statistics/statistical-work-areas/cancer-waiting-times/,NHS England - Cancer,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_Sitreps_Cancer_WL_2_Week_Wait_Comm,Table,"Cancer two week wait data, by commissioner, sourced from UKHD.",Mar 2012- Ongoing,Mar 2012,Ongoing,https://www.england.nhs.uk/statistics/statistical-work-areas/cancer-waiting-times/,NHS England - Cancer,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_PbR_Tariff_MFF_1516_ETO,Table,MFF indices for 2014/15 Enhanced Tariff Option.,N/A,N/A,N/A,https://improvement.nhs.uk/resources/developing-the-national-tariff/,NHS Improvement - National Tariff,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_PbR_Tariff_MFF_Provider_Mapping,Table,MFF mapping table for providers who have merged.,N/A,N/A,N/A,https://improvement.nhs.uk/resources/developing-the-national-tariff/,NHS Improvement - National Tariff,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_DataDic_ZZZ_CDSUpdateType,Table,CDS update type codes and descriptions.,N/A,N/A,N/A,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/c/cd/cds_update_type_de.asp?shownav=1,NHS Data Model And Dictionary,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_Sitreps_Cancer_WL_2_Week_Wait_Comm_Mthly,Table,"Cancer two week wait data, by commissioner, monthly data, sourced from UKHD.",Jun 2015 - Ongoing,Jun 2015,Ongoing,https://www.england.nhs.uk/statistics/statistical-work-areas/cancer-waiting-times/,NHS England - Cancer,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_Sitreps_Cancer_WL_2_Week_Wait_Exhibited_Breast_Symptoms,Table,"Cancer two week wait data, for exhibited breast symptoms, sourced from UKHD.",Mar 2012- Ongoing,Mar 2012,Ongoing,https://www.england.nhs.uk/statistics/statistical-work-areas/cancer-waiting-times/,NHS England - Cancer,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_PbR_Tariff_MFF_1516_DTR,Table,MFF indices for 2015/16 Default Tariff Rollover.,N/A,N/A,N/A,https://improvement.nhs.uk/resources/developing-the-national-tariff/,NHS Improvement - National Tariff,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_PbR_Tariff_OPA_HRG_1112,Table,OP procedure-based tariffs for 2011/12.,N/A,N/A,N/A,https://improvement.nhs.uk/resources/developing-the-national-tariff/,NHS Improvement - National Tariff,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_DataDic_ZZZ_DirectAccessReferralIndicator,Table,Direct access referral indicator codes and descriptions.,N/A,N/A,N/A,http://www.datadictionary.nhs.uk/data_dictionary/attributes/d/den/direct_access_referral_indicator_de.asp?shownav=1,NHS Data Model And Dictionary,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_Sitreps_Cancer_WL_2_Week_Wait_Exhibited_Breast_Symptoms_Cm_Mt,Table,"Cancer two week wait data, for exhibited breast symptoms, by commissioner, monthly data, sourced from UKHD.",Jun 2015 - Ongoing,Jun 2015,Ongoing,https://www.england.nhs.uk/statistics/statistical-work-areas/cancer-waiting-times/,NHS England - Cancer,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_Sitreps_Cancer_WL_2_Week_Wait_Exhibited_Breast_Symptoms_Comm,Table,"Cancer two week wait data, for exhibited breast symptoms, by commissioner, sourced from UKHD.",Mar 2012- Ongoing,Mar 2012,Ongoing,https://www.england.nhs.uk/statistics/statistical-work-areas/cancer-waiting-times/,NHS England - Cancer,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_PbR_Tariff_MFF_1415,Table,MFF indices for 2014/15.,N/A,N/A,N/A,https://improvement.nhs.uk/resources/developing-the-national-tariff/,NHS Improvement - National Tariff,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_ClinCode_ICD10_5ed,Table,"ICD10 codes & descriptions, 5th edition.",,,,https://digital.nhs.uk/article/1117/Clinical-Classifications,NHS Digital - Classifications,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_PbR_Tariff_OPA_HRG_1213,Table,OP procedure-based tariffs for 2012/13.,N/A,N/A,N/A,https://improvement.nhs.uk/resources/developing-the-national-tariff/,NHS Improvement - National Tariff,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_DataDic_ZZZ_EthnicCategory,Table,Ethnic category codes and descriptions.,N/A,N/A,N/A,http://www.datadictionary.nhs.uk/data_dictionary/attributes/e/end/ethnic_category_code_de.asp?shownav=1,NHS Data Model And Dictionary,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_Sitreps_Cancer_WL_2_Week_Wait_Exhibited_Breast_Symptoms_Mthly,Table,"Cancer two week wait data, for exhibited breast symptoms, monthly data, sourced from UKHD.",Jun 2015 - Ongoing,Jun 2015,Ongoing,https://www.england.nhs.uk/statistics/statistical-work-areas/cancer-waiting-times/,NHS England - Cancer,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_Sitreps_Cancer_WL_31_Day_First_Treat_By_Cancer,Table,"Cancer treatment within 31 days data, by cancer, sourced from UKHD.",Mar 2012- Ongoing,Mar 2012,Ongoing,https://www.england.nhs.uk/statistics/statistical-work-areas/cancer-waiting-times/,NHS England - Cancer,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_PbR_Tariff_MFF_1314,Table,MFF indices for 2013/14.,N/A,N/A,N/A,https://improvement.nhs.uk/resources/developing-the-national-tariff/,NHS Improvement - National Tariff,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_PbR_Tariff_OPA_HRG_1314,Table,OP procedure-based tariffs for 2013/14.,N/A,N/A,N/A,https://improvement.nhs.uk/resources/developing-the-national-tariff/,NHS Improvement - National Tariff,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_DataDic_ZZZ_LocationType,Table,Location type codes and descriptions.,N/A,N/A,N/A,http://www.datadictionary.nhs.uk/data_dictionary/classes/l/location_de.asp?shownav=1,NHS Data Model And Dictionary,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_Sitreps_Cancer_WL_31_Day_First_Treat_By_Cancer_Mthly,Table,"Cancer treatment within 31 days data, by cancer, monthly data, sourced from UKHD.",Jun 2015 - Ongoing,Jun 2015,Ongoing,https://www.england.nhs.uk/statistics/statistical-work-areas/cancer-waiting-times/,NHS England - Cancer,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_Sitreps_Cancer_WL_31_Day_First_Treat_By_Rarer_Cancer,Table,"Cancer treatment within 31 days data, by rarer cancer, sourced from UKHD.",Mar 2012- Ongoing,Mar 2012,Ongoing,https://www.england.nhs.uk/statistics/statistical-work-areas/cancer-waiting-times/,NHS England - Cancer,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_PbR_Tariff_MFF_1213,Table,MFF indices for 2012/13.,N/A,N/A,N/A,https://improvement.nhs.uk/resources/developing-the-national-tariff/,NHS Improvement - National Tariff,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_PbR_Tariff_OPA_HRG_1415,Table,OP procedure-based tariffs for 2014/15.,N/A,N/A,N/A,https://improvement.nhs.uk/resources/developing-the-national-tariff/,NHS Improvement - National Tariff,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_DataDic_ZZZ_MainSpecialty,Table,Main speciality codes and descriptions.,N/A,N/A,N/A,http://www.datadictionary.nhs.uk/data_dictionary/attributes/m/main_specialty_code_de.asp?shownav=1,NHS Data Model And Dictionary,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_Sitreps_Cancer_WL_31_Day_First_Treat_By_Rarer_Cancer_Mthly,Table,"Cancer treatment within 31 days data, by rarer cancer, monthly data, sourced from UKHD.",Jun 2015 - Ongoing,Jun 2015,Ongoing,https://www.england.nhs.uk/statistics/statistical-work-areas/cancer-waiting-times/,NHS England - Cancer,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_Sitreps_Cancer_WL_31_Day_First_Treat_Comm,Table,"Cancer treatment within 31 days data, by commissioner, sourced from UKHD.",Mar 2012- Ongoing,Mar 2012,Ongoing,https://www.england.nhs.uk/statistics/statistical-work-areas/cancer-waiting-times/,NHS England - Cancer,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_PbR_Tariff_MFF_1112,Table,MFF indices for 2011/12.,N/A,N/A,N/A,https://improvement.nhs.uk/resources/developing-the-national-tariff/,NHS Improvement - National Tariff,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_PbR_Tariff_OPA_TFC_1112,Table,OP attendance-based tariffs for 2011/12.,N/A,N/A,N/A,https://improvement.nhs.uk/resources/developing-the-national-tariff/,NHS Improvement - National Tariff,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_DataDic_ZZZ_MaritalStatus,Table,Marital Status codes and descriptions.,N/A,N/A,N/A,http://www.datadictionary.nhs.uk/data_dictionary/attributes/p/person/person_marital_status_code_de.asp?shownav=1,NHS Data Model And Dictionary,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_Sitreps_Cancer_WL_31_Day_First_Treat_Comm_Mthly,Table,"Cancer treatment within 31 days data, by commissioner, monthly data, sourced from UKHD.",Jun 2015 - Ongoing,Jun 2015,Ongoing,https://www.england.nhs.uk/statistics/statistical-work-areas/cancer-waiting-times/,NHS England - Cancer,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_Sitreps_Cancer_WL_31_Day_Wait_For_Sub_Treat_Radiotherapy_C_M,Table,"Cancer 31 day wait for radiotherapy treatment, by commissioner, monthly data, sourced from UKHD.",Jun 2015 - Ongoing,Jun 2015,Ongoing,https://www.england.nhs.uk/statistics/statistical-work-areas/cancer-waiting-times/,NHS England - Cancer,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_PbR_Tariff_MFF_1011,Table,MFF indices for 2010/11.,N/A,N/A,N/A,https://improvement.nhs.uk/resources/developing-the-national-tariff/,NHS Improvement - National Tariff,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_PbR_Tariff_OPA_TFC_1213,Table,OP attendance-based tariffs for 2012/13.,N/A,N/A,N/A,https://improvement.nhs.uk/resources/developing-the-national-tariff/,NHS Improvement - National Tariff,Nathan Abbotts,12/18/17,,,,,,
NHSE_Reference,dbo,tbl_Ref_PbR_Tariff_AEA_HRG_1718,Table,A&E tariffs for 2017/18.,N/A,N/A,N/A,https://improvement.nhs.uk/resources/developing-the-national-tariff/,NHS Improvement - National Tariff,Nathan Abbotts,12/18/17,,,,,,
