,Definition ID,Database,Table,Data Item,Description,Data type,Is_Derived_Item,Derivation_Methodology ,Data Dictionary Name,Data Dictionary Links,Technical check,Business check
,3134,NHSE_Mental_Health,Master_MHS202_CareActivity,CareContactID,"The CARE CONTACT IDENTIFIER is used to uniquely identify the CARE CONTACT within the Health Care Provider.

It would normally be automatically generated by the local system upon recording a new Care Contact, although could be manually assigned.",varchar(20),No,,CARE CONTACT IDENTIFIER,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/c/care/care_contact_identifier_de.asp?,ZA & AH,SS
,3135,NHSE_Mental_Health,Master_MHS202_CareActivity,CareProfLocalID,A unique local CARE PROFESSIONAL IDENTIFIER within a Health Care Provider which may be assigned automatically by the computer system.,varchar(20),No,,CARE PROFESSIONAL LOCAL IDENTIFIER,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/c/care/care_professional_local_identifier_de.asp?shownav=1,ZA & AH,SS
,3136,NHSE_Mental_Health,Master_MHS202_CareActivity,ClinContactDurOfCareAct,"The duration of a CARE ACTIVITY in minutes, excluding any administration time prior to or after the CARE ACTIVITY and the CARE PROFESSIONAL's travelling time to the LOCATION where the CARE ACTIVITY was provided.

This is calculated from the Start Time and End Time of the CARE ACTIVITY.",bigint,No,,CLINICAL CONTACT DURATION OF CARE ACTIVITY,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/c/cl/clinical_contact_duration_of_care_activity_de.asp?shownav=1,ZA & AH,SS
,3137,NHSE_Mental_Health,Master_MHS202_CareActivity,ProcSchemeInUse,The code scheme basis of a procedure.,varchar(2),No,,PROCEDURE SCHEME IN USE,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/p/proc/procedure_scheme_in_use_de.asp?shownav=1,ZA & AH,SS
,3138,NHSE_Mental_Health,Master_MHS202_CareActivity,CodeProc,The CLINICAL TERMINOLOGY CODE which is used to identify a Patient Procedure.,varchar(18),No,,CODED PROCEDURE (CLINICAL TERMINOLOGY),http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/c/co/coded_procedure_(clinical_terminology)_de.asp?shownav=1,ZA & AH,SS
,3139,NHSE_Mental_Health,Master_MHS202_CareActivity,FindSchemeInUse,The type of CODED CLINICAL ENTRY used for the finding.,varchar(2),No,,FINDING SCHEME IN USE,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/f/finding_scheme_in_use_de.asp?shownav=1,ZA & AH,SS
,3140,NHSE_Mental_Health,Master_MHS202_CareActivity,CodeFind,The CODED CLINICAL ENTRY which is used to identify a finding.,varchar(18),No,,CODED FINDING (CODED CLINICAL ENTRY),http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/c/co/coded_finding_(coded_clinical_entry)_de.asp?shownav=1,ZA & AH,SS
,3141,NHSE_Mental_Health,Master_MHS202_CareActivity,ObsSchemeInUse,The code scheme basis of an observation.,varchar(2),No,,OBSERVATION SCHEME IN USE,http://www.datadictionary.nhs.uk/data_dictionary/attributes/o/observation_scheme_in_use_de.asp?shownav=1,ZA & AH,SS
,3142,NHSE_Mental_Health,Master_MHS202_CareActivity,CodeObs,The CLINICAL TERMINOLOGY CODE which is used to identify an observation.,varchar(18),No,,CODED OBSERVATION (CLINICAL TERMINOLOGY),http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/c/co/coded_observation_(clinical_terminology)_de.asp?shownav=1,ZA & AH,SS
,3143,NHSE_Mental_Health,Master_MHS202_CareActivity,ObsValue,The numeric value resulting from a clinical observation.,varchar(10),No,,OBSERVATION VALUE,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/o/observation_value_de.asp?shownav=1,ZA & AH,SS
,3144,NHSE_Mental_Health,Master_MHS202_CareActivity,UnitMeasure,"The unit of measurement used to measure the result of a clinical observation.
For further information, see: http://unitsofmeasure.org/trac/",varchar(100),No,,UCUM UNIT OF MEASUREMENT,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/u/ucum_unit_of_measurement_de.asp?shownav=1,ZA & AH,SS
,3145,NHSE_Mental_Health,Master_MHS202_CareActivity,RecordNumber,"This is a Unique ID, which identifies each flowed MHSDS record. The rows in the MHS001MPI and associated episode and event tables that make up a single MHSDS record are linked via the Record Number.",bigint,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.
This is a unique ID, which identifies each flowed MHSDS record. The rows in the MHS001MPI and associated episode and event tables that make up a single MHSDS record are linked via the Record Number. The ID should be unique to each submission (BSP Unique ID) and person (Local Patient ID) combination; it should be numeric. Record Number is derived during post-deadline processing only.",,,ZA & AH,SS
,3146,NHSE_Mental_Health,Master_MHS202_CareActivity,MHS202UniqID,A unique row count for this table. This continues across reporting periods and across providers. This uniquely identifies a row of data within this table.,bigint,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.
The ID should be unique to each submission and record combination within this table. This continues across reporting periods and across providers.",,,ZA & AH,SS
,3147,NHSE_Mental_Health,Master_MHS202_CareActivity,OrgCodeProv,This is the ORGANISATION CODE of the ORGANISATION acting as a Health Care Provider. Derived from submitted Header record within submission.,varchar(6),Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.
Derived from submitted Header record within submission.",ORGANISATION CODE (CODE OF PROVIDER),http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/o/org/organisation_code_(code_of_provider)_de.asp?shownav=1,ZA & AH,SS
,3148,NHSE_Mental_Health,Master_MHS202_CareActivity,UniqMHSDSPersID,A nationally Unique ID for the patient in the MHSDS generated from an index held by the BSP.,bigint,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.
This is a unique ID, which identifies each patient within the MHSDS data set. The ID should start at 1; it should never be repeated (it is unique across periods); it should be numeric; and increment by 1. There should be no gaps in the sequence between provider or period. The Unique MHSDS Person ID is derived by using the MHSDS Person logic.

This is a pathway identifier across period and provider. This is not 'person confidential data'. It does not directly identify the patient, it ensures that within the national data set only, all rows of data specific to an individual can be linked to each other.",,,ZA & AH,SS
,3149,NHSE_Mental_Health,Master_MHS202_CareActivity,BSPUniqID,A Unique ID applied when original data file was uploaded to the Bureau Service Portal (BSP).,bigint,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.
Derived from lookup table that assigns an increasing incremental value to each of a providers submissions",,,ZA & AH,SS
,3150,NHSE_Mental_Health,Master_MHS202_CareActivity,UniqServReqID,To uniquely identify the referral,varchar(26),Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.
Derived from ORGANISATION CODE (Code Of Provider) + SERVICE REQUEST IDENTIFIER",,,ZA & AH,SS
,3151,NHSE_Mental_Health,Master_MHS202_CareActivity,UniqCareContID,To uniquely identify the contact,varchar(26),Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.
 Derived from ORGANISATION CODE (Code Of Provider) + CARE CONTACT IDENTIFIER",,,ZA & AH,SS
,3152,NHSE_Mental_Health,Master_MHS202_CareActivity,UniqCareActID,To uniquely identify the activity,varchar(26),Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.
Derived from ORGANISATION CODE (Code Of Provider) + CARE ACTIVITY IDENTIFIER",,,ZA & AH,SS
,3153,NHSE_Mental_Health,Master_MHS202_CareActivity,Month_ID,"A unique number representing the monthly reporting period in which the referral was submitted, e.g. 1400 for February 2017.",int,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR. ",,,ZA & AH,SS
,3154,NHSE_Mental_Health,Master_MHS202_CareActivity,File_Type,An indication of whether the submitted file is a 'Primary' or 'Refresh' submission.,varchar(7),Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.
The returned value will be 'Primary' or 'Refresh' depending on the file type selected on submission.",,,ZA & AH,SS
,3155,NHSE_Mental_Health,Master_MHS202_CareActivity,IC_Use_Submission_Flag,"Prioritises the type of submission per provider and reporting period.   Where a refresh submission exists for the same provider and same reporting period, the refresh header record will be flagged.  Where there is only a primary record present that will be flagged.   Each provider has only one submission flagged per reporting period.",varchar(1),Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.
For each provider and reporting period combination, where at least one ‘Refresh’ and one ‘Primary’ submission exists, the ‘Refresh’ submission should be flagged as ‘Y’. If there is only one file type for the combination, then the latest record should be flagged as ‘Y’.",,,ZA & AH,SS
,3156,NHSE_Mental_Health,Master_MHS202_CareActivity,Month_Identifier,"The month number of the monthly reporting period in which the referral was submitted, e.g. M08 for November.",varchar(3),Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR. ",,,ZA & AH,SS
,3157,NHSE_Mental_Health,Master_MHS202_CareActivity,Month_Name,"The month of the monthly reporting period in which the referral was submitted, e.g. November.",varchar(15),Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR. ",,,ZA & AH,SS
,3158,NHSE_Mental_Health,Master_MHS202_CareActivity,FinancialYear_Identifier,"Financial year of activity, e.g. 2016/17 etc.",varchar(8),Yes,"Derived according to the reporting period the activity took place in, i.e. a reporting period starting on 01-06-2016 and ending on 30-06-2016 would be 2016/17",,,ZA & AH,SS
,3159,NHSE_Mental_Health,Master_MHS202_CareActivity,DataType,An indication of whether the data held for a certain provider for a certain reporting period is current or historic.,varchar(4),Yes,"This field is populated during the NCDR load process. It marks each row within the table as either 'Current' or 'Historic'. I.e. when a record is first included, it is marked as 'Current', but when a refreshed version of the same record is included in the table, the old record is updated to be 'Historic' and the new record is marked as 'Current'.",,,ZA & AH,SS
